pid,segment,cluster
3083,Moderate,1
3084,Passive,2
3085,High engagers,0
3086,High engagers,0
3087,Moderate,1
3088,High engagers,0
3089,Moderate,1
3090,Passive,2
3091,Passive,2
3092,High engagers,0
3093,Moderate,1
3095,Moderate,1
3096,Passive,2
3097,Moderate,1
3098,Passive,2
3099,High engagers,0
3100,Moderate,1
3101,Moderate,1
3102,High engagers,0
3104,Moderate,1
3105,High engagers,0
3106,Passive,2
3107,Moderate,1
3108,Moderate,1
3109,High engagers,0
3110,Passive,2
3111,Moderate,1
3112,Moderate,1
3113,High engagers,0
3114,Passive,2
3115,Moderate,1
3116,Moderate,1
3117,Moderate,1
3118,High engagers,0
3119,Moderate,1
3120,High engagers,0
3121,High engagers,0
3122,Moderate,1
3123,High engagers,0
3124,High engagers,0
3125,High engagers,0
3126,High engagers,0
3127,Moderate,1
3128,High engagers,0
3129,High engagers,0
3130,High engagers,0
3131,High engagers,0
3132,High engagers,0
3133,Passive,2
3134,Moderate,1
3135,Passive,2
3136,Moderate,1
3137,High engagers,0
3138,Moderate,1
3139,High engagers,0
3140,Passive,2
3141,Passive,2
3142,Moderate,1
3144,High engagers,0
3145,Passive,2
3146,High engagers,0
3147,Passive,2
3148,Moderate,1
3149,Moderate,1
3150,High engagers,0
3151,Passive,2
3152,High engagers,0
3153,Moderate,1
3154,Passive,2
3155,High engagers,0
3156,High engagers,0
3157,Passive,2
3158,High engagers,0
3159,Passive,2
3160,High engagers,0
3161,High engagers,0
3162,High engagers,0
3163,Passive,2
3164,Moderate,1
3165,High engagers,0
3166,Moderate,1
3167,Moderate,1
3168,Passive,2
3169,Moderate,1
3170,Moderate,1
3172,Passive,2
3173,High engagers,0
3174,High engagers,0
3175,High engagers,0
3176,High engagers,0
3177,Passive,2
3178,Moderate,1
3179,Passive,2
3180,High engagers,0
3181,High engagers,0
3182,Moderate,1
3183,Moderate,1
3184,Moderate,1
3185,High engagers,0
3186,Passive,2
3187,Passive,2
3188,High engagers,0
3189,Passive,2
3190,Passive,2
3191,Moderate,1
3192,High engagers,0
3193,Passive,2
3194,High engagers,0
3195,Moderate,1
3196,High engagers,0
3197,Passive,2
3198,High engagers,0
3199,Moderate,1
3200,Passive,2
3201,High engagers,0
3202,Passive,2
3203,Moderate,1
3204,High engagers,0
3205,High engagers,0
3206,High engagers,0
3207,Moderate,1
3208,Moderate,1
3209,Moderate,1
3210,Moderate,1
3211,Moderate,1
3212,High engagers,0
3213,High engagers,0
3214,Passive,2
3215,High engagers,0
3216,Passive,2
3217,High engagers,0
3218,Moderate,1
3219,Passive,2
3220,High engagers,0
3221,Passive,2
3222,Moderate,1
3223,Passive,2
3224,Moderate,1
3225,Moderate,1
3226,Moderate,1
3227,Moderate,1
3228,High engagers,0
3229,High engagers,0
3230,High engagers,0
3231,Passive,2
3232,High engagers,0
3233,High engagers,0
3234,High engagers,0
3235,Passive,2
3236,High engagers,0
3238,High engagers,0
3239,High engagers,0
3240,Passive,2
3241,Moderate,1
3242,Moderate,1
3243,Moderate,1
3244,Passive,2
3245,High engagers,0
3246,Moderate,1
3247,Moderate,1
3248,High engagers,0
3249,High engagers,0
3250,Passive,2
3252,High engagers,0
3253,Passive,2
3254,Moderate,1
3255,Passive,2
3256,High engagers,0
3257,High engagers,0
3258,Moderate,1
3259,High engagers,0
3260,High engagers,0
3261,High engagers,0
3262,Moderate,1
3263,High engagers,0
3264,High engagers,0
3265,Moderate,1
3266,High engagers,0
3267,High engagers,0
3268,High engagers,0
3269,Moderate,1
3270,High engagers,0
3272,High engagers,0
3273,Passive,2
3274,High engagers,0
3275,Passive,2
3276,Passive,2
3277,Passive,2
3278,High engagers,0
3279,Passive,2
3280,Moderate,1
3281,High engagers,0
3282,High engagers,0
3283,High engagers,0
3284,Moderate,1
3285,High engagers,0
3286,High engagers,0
3287,Passive,2
3288,High engagers,0
3289,High engagers,0
3290,Passive,2
3291,Moderate,1
3292,Passive,2
3293,Moderate,1
3294,Passive,2
3295,Moderate,1
3297,High engagers,0
3298,Passive,2
3299,High engagers,0
3300,High engagers,0
3301,Passive,2
3302,Moderate,1
3303,High engagers,0
3305,Passive,2
3306,High engagers,0
3307,Passive,2
3308,Passive,2
3309,High engagers,0
3310,Moderate,1
3311,Passive,2
3312,Passive,2
3313,High engagers,0
3314,Passive,2
3315,High engagers,0
3316,High engagers,0
3317,High engagers,0
3318,Passive,2
3319,Passive,2
3320,High engagers,0
3321,High engagers,0
3322,High engagers,0
3323,High engagers,0
3324,High engagers,0
3325,Moderate,1
3326,High engagers,0
3327,High engagers,0
3328,High engagers,0
3329,High engagers,0
3330,Moderate,1
3331,High engagers,0
3332,Passive,2
3333,High engagers,0
3334,High engagers,0
3335,High engagers,0
3336,Moderate,1
3337,High engagers,0
3338,Moderate,1
3339,Moderate,1
3340,High engagers,0
3341,Moderate,1
3342,Moderate,1
3343,Moderate,1
3344,Passive,2
3345,High engagers,0
3346,High engagers,0
3347,High engagers,0
3348,Passive,2
3349,High engagers,0
3350,High engagers,0
3351,Moderate,1
3352,Passive,2
3353,Passive,2
3354,Passive,2
3355,Moderate,1
3356,Passive,2
3357,High engagers,0
3358,High engagers,0
3359,High engagers,0
3360,Moderate,1
3361,Moderate,1
3362,Passive,2
3363,High engagers,0
3364,Passive,2
3365,High engagers,0
3366,High engagers,0
3367,Passive,2
3368,High engagers,0
3369,High engagers,0
3370,High engagers,0
3371,High engagers,0
3372,High engagers,0
3373,High engagers,0
3374,Moderate,1
3375,Moderate,1
3376,Moderate,1
3377,Passive,2
3378,Passive,2
3379,Moderate,1
3381,Moderate,1
3382,Passive,2
3383,Moderate,1
3384,Passive,2
3385,Passive,2
3386,Moderate,1
3387,High engagers,0
3388,Passive,2
3389,Passive,2
3390,High engagers,0
3391,High engagers,0
3392,High engagers,0
3393,High engagers,0
3394,High engagers,0
3395,High engagers,0
3396,High engagers,0
3397,Moderate,1
3398,Passive,2
3399,Passive,2
3400,High engagers,0
3401,Passive,2
3402,Moderate,1
3403,High engagers,0
3404,High engagers,0
3405,High engagers,0
3406,Passive,2
3407,Passive,2
3408,Moderate,1
3409,Passive,2
3410,High engagers,0
3411,Passive,2
3412,Passive,2
3413,High engagers,0
3414,High engagers,0
3415,High engagers,0
3416,Moderate,1
3417,High engagers,0
3418,High engagers,0
3419,High engagers,0
3420,High engagers,0
3421,Passive,2
3422,High engagers,0
3423,Passive,2
3424,High engagers,0
3425,Moderate,1
3426,High engagers,0
3427,High engagers,0
3428,High engagers,0
3429,High engagers,0
3430,High engagers,0
3431,Moderate,1
3432,Passive,2
3434,High engagers,0
3435,Moderate,1
3436,Passive,2
3437,Moderate,1
3438,High engagers,0
3439,High engagers,0
3440,Passive,2
3441,High engagers,0
3442,Passive,2
3443,High engagers,0
3444,High engagers,0
3445,High engagers,0
3446,Passive,2
3447,Moderate,1
3448,High engagers,0
3449,High engagers,0
3450,Passive,2
3451,Moderate,1
3452,Moderate,1
3453,High engagers,0
3454,High engagers,0
3456,High engagers,0
3457,Moderate,1
3458,Moderate,1
3459,Moderate,1
3460,Moderate,1
3461,Passive,2
3462,High engagers,0
3463,Moderate,1
3464,Moderate,1
3465,High engagers,0
3466,Moderate,1
3467,High engagers,0
3468,High engagers,0
3469,Passive,2
3471,Moderate,1
3472,High engagers,0
3473,High engagers,0
3474,High engagers,0
3475,High engagers,0
3476,High engagers,0
3477,Passive,2
3478,Moderate,1
3479,Moderate,1
3480,Moderate,1
3481,Moderate,1
3482,Passive,2
3483,Moderate,1
3484,High engagers,0
3485,Passive,2
3486,Passive,2
3487,High engagers,0
3488,Passive,2
3489,Moderate,1
3490,High engagers,0
3491,Moderate,1
3492,Passive,2
3493,High engagers,0
3494,Passive,2
3495,Passive,2
3496,High engagers,0
3497,High engagers,0
3498,Moderate,1
3499,Moderate,1
3500,Passive,2
3501,High engagers,0
3502,Moderate,1
3503,Moderate,1
3504,Passive,2
3505,High engagers,0
3506,Moderate,1
3507,Moderate,1
3508,Moderate,1
3509,Moderate,1
3510,Passive,2
3512,Moderate,1
3515,High engagers,0
3516,High engagers,0
3517,Moderate,1
3518,Passive,2
3519,Moderate,1
3520,High engagers,0
3521,High engagers,0
3522,High engagers,0
3523,High engagers,0
3524,Passive,2
3525,Moderate,1
3526,Moderate,1
3527,High engagers,0
3528,High engagers,0
3529,Passive,2
3530,High engagers,0
3531,High engagers,0
3532,Moderate,1
3533,High engagers,0
3534,Passive,2
3535,High engagers,0
3536,Passive,2
3537,High engagers,0
3538,Passive,2
3539,High engagers,0
3540,High engagers,0
3541,High engagers,0
3542,Moderate,1
3543,Passive,2
3544,High engagers,0
3545,Moderate,1
3546,Moderate,1
3547,High engagers,0
3548,Passive,2
3549,High engagers,0
3550,High engagers,0
3551,Moderate,1
3552,Passive,2
3553,Passive,2
3554,High engagers,0
3555,Moderate,1
3556,High engagers,0
3557,High engagers,0
3558,High engagers,0
3559,Passive,2
3560,Passive,2
3561,High engagers,0
3562,Moderate,1
3563,Passive,2
3564,Moderate,1
3566,High engagers,0
3567,Moderate,1
3568,High engagers,0
3569,Moderate,1
3570,Moderate,1
3571,High engagers,0
3572,Passive,2
3573,High engagers,0
3574,Passive,2
3575,High engagers,0
3576,High engagers,0
3577,Moderate,1
3578,Passive,2
3579,High engagers,0
3580,Moderate,1
3581,Passive,2
3582,Passive,2
3583,High engagers,0
3584,High engagers,0
3585,High engagers,0
3586,High engagers,0
3587,Moderate,1
3588,Moderate,1
3589,High engagers,0
3590,High engagers,0
3591,Moderate,1
3592,Moderate,1
3593,High engagers,0
3594,High engagers,0
3595,High engagers,0
3597,Moderate,1
3598,High engagers,0
3600,Moderate,1
3601,Moderate,1
3602,High engagers,0
3603,High engagers,0
3604,Moderate,1
3605,High engagers,0
3606,Passive,2
3607,High engagers,0
3608,Moderate,1
3609,Passive,2
3610,Moderate,1
3611,Passive,2
3612,Passive,2
3613,High engagers,0
3614,High engagers,0
3615,High engagers,0
3616,High engagers,0
3617,Moderate,1
3618,High engagers,0
3619,Moderate,1
3621,Moderate,1
3622,Passive,2
3623,Moderate,1
3624,High engagers,0
3625,High engagers,0
3626,Moderate,1
3627,Passive,2
3628,Moderate,1
3629,High engagers,0
3630,Passive,2
3631,Moderate,1
3633,High engagers,0
3634,High engagers,0
3635,High engagers,0
3636,Passive,2
3637,Moderate,1
3638,High engagers,0
3639,High engagers,0
3640,High engagers,0
3641,High engagers,0
3642,High engagers,0
3643,High engagers,0
3644,High engagers,0
3645,High engagers,0
3646,Passive,2
3647,Passive,2
3648,Passive,2
3649,High engagers,0
3650,High engagers,0
3651,High engagers,0
3652,High engagers,0
3653,Passive,2
3654,Passive,2
3655,Passive,2
3656,Passive,2
3657,Moderate,1
3658,Moderate,1
3659,High engagers,0
3660,Moderate,1
3661,High engagers,0
3662,Moderate,1
3663,High engagers,0
3664,Passive,2
3665,Moderate,1
3666,High engagers,0
3667,Moderate,1
3668,Passive,2
3669,High engagers,0
3670,Moderate,1
3671,Passive,2
3672,High engagers,0
3673,Moderate,1
3674,Passive,2
3675,High engagers,0
3676,Passive,2
3677,Moderate,1
3678,High engagers,0
3679,High engagers,0
3680,High engagers,0
3681,Moderate,1
3682,Passive,2
3683,Moderate,1
3684,High engagers,0
3685,Passive,2
3686,Passive,2
3687,Passive,2
3689,Moderate,1
3690,Passive,2
3691,High engagers,0
3692,Passive,2
3693,High engagers,0
3694,High engagers,0
3695,Passive,2
3696,Passive,2
3697,High engagers,0
3698,High engagers,0
3699,Moderate,1
3700,High engagers,0
3701,High engagers,0
3702,High engagers,0
3703,Passive,2
3704,High engagers,0
3705,Passive,2
3706,Passive,2
3707,Moderate,1
3708,Passive,2
3709,High engagers,0
3710,Moderate,1
3711,Moderate,1
3712,Moderate,1
3714,High engagers,0
3715,Passive,2
3716,High engagers,0
3717,High engagers,0
3718,High engagers,0
3719,High engagers,0
3720,High engagers,0
3721,Moderate,1
3722,High engagers,0
3723,Moderate,1
3724,High engagers,0
3725,Moderate,1
3726,High engagers,0
3728,High engagers,0
3729,Passive,2
3730,High engagers,0
3731,Passive,2
3732,High engagers,0
3733,Moderate,1
3734,High engagers,0
3735,Moderate,1
3737,High engagers,0
3738,Moderate,1
3739,High engagers,0
3740,Moderate,1
3741,High engagers,0
3742,Passive,2
3743,Moderate,1
3744,High engagers,0
3746,Moderate,1
3747,Moderate,1
3748,High engagers,0
3749,Passive,2
3750,Moderate,1
3751,Passive,2
3752,Passive,2
3753,High engagers,0
3754,Moderate,1
3755,Passive,2
3756,High engagers,0
3757,High engagers,0
3758,High engagers,0
3759,High engagers,0
3760,High engagers,0
3761,High engagers,0
3762,Moderate,1
3763,High engagers,0
3764,High engagers,0
3765,Passive,2
3766,Moderate,1
3767,High engagers,0
3768,Passive,2
3769,High engagers,0
3770,High engagers,0
3771,High engagers,0
3772,High engagers,0
3773,High engagers,0
3774,High engagers,0
3775,Passive,2
3776,High engagers,0
3777,Passive,2
3778,Passive,2
3779,Passive,2
3781,High engagers,0
3782,Passive,2
3783,High engagers,0
3784,Moderate,1
3785,Moderate,1
3786,Moderate,1
3788,High engagers,0
3789,Moderate,1
3790,Passive,2
3791,High engagers,0
3792,Passive,2
3793,Passive,2
3794,Moderate,1
3795,Moderate,1
3796,Passive,2
3797,Passive,2
3798,Moderate,1
3799,Passive,2
3800,High engagers,0
3801,Moderate,1
3802,High engagers,0
3803,Moderate,1
3804,Moderate,1
3805,High engagers,0
3806,High engagers,0
3807,High engagers,0
3808,High engagers,0
3809,High engagers,0
3810,High engagers,0
3811,Moderate,1
3812,Moderate,1
3813,High engagers,0
3814,High engagers,0
3815,High engagers,0
3816,High engagers,0
3817,High engagers,0
3818,High engagers,0
3819,Passive,2
3820,Passive,2
3821,High engagers,0
3822,Passive,2
3823,Moderate,1
3824,Moderate,1
3825,High engagers,0
3826,High engagers,0
3827,Passive,2
3828,High engagers,0
3829,Passive,2
3830,High engagers,0
3831,High engagers,0
3832,High engagers,0
3833,High engagers,0
3834,High engagers,0
3835,Passive,2
3836,Passive,2
3837,Moderate,1
3838,Passive,2
3839,Moderate,1
3840,Moderate,1
3841,High engagers,0
3842,Passive,2
3843,High engagers,0
3844,Passive,2
3846,High engagers,0
3847,Moderate,1
3848,Moderate,1
3849,Passive,2
3850,High engagers,0
3851,Passive,2
3852,Moderate,1
3853,High engagers,0
3854,High engagers,0
3855,Moderate,1
3856,Passive,2
3857,Passive,2
3858,High engagers,0
3859,Passive,2
3860,Passive,2
3861,Moderate,1
3862,High engagers,0
3863,Passive,2
3864,High engagers,0
3865,High engagers,0
3866,High engagers,0
3867,High engagers,0
3868,Passive,2
3869,High engagers,0
3870,Passive,2
3871,Moderate,1
3872,Moderate,1
3873,High engagers,0
3874,High engagers,0
3876,High engagers,0
3877,High engagers,0
3878,Passive,2
3879,Passive,2
3880,Moderate,1
3881,Moderate,1
3882,High engagers,0
3883,Passive,2
3884,Moderate,1
3886,Moderate,1
3888,Moderate,1
3889,Moderate,1
3890,High engagers,0
3891,High engagers,0
3892,Passive,2
3893,High engagers,0
3894,High engagers,0
3895,Passive,2
3896,Passive,2
3897,High engagers,0
3898,Moderate,1
3899,Passive,2
3900,High engagers,0
3901,Passive,2
3902,High engagers,0
3903,Passive,2
3904,Moderate,1
3905,Moderate,1
3906,High engagers,0
3907,Moderate,1
3908,Moderate,1
3909,Passive,2
3910,Passive,2
3911,Moderate,1
3912,High engagers,0
3913,High engagers,0
3914,High engagers,0
3915,Moderate,1
3916,High engagers,0
3917,Passive,2
3918,Passive,2
3919,High engagers,0
3920,Moderate,1
3921,High engagers,0
3922,Moderate,1
3923,High engagers,0
3924,High engagers,0
3925,Passive,2
3926,High engagers,0
3927,Moderate,1
3928,High engagers,0
3929,Passive,2
3930,Passive,2
3931,High engagers,0
3932,High engagers,0
3933,Passive,2
3934,High engagers,0
3935,Passive,2
3936,High engagers,0
3937,High engagers,0
3938,Passive,2
3939,Moderate,1
3940,Moderate,1
3941,High engagers,0
3942,Moderate,1
3943,High engagers,0
3944,Moderate,1
3945,High engagers,0
3946,Moderate,1
3947,High engagers,0
3948,Moderate,1
3949,High engagers,0
3950,Moderate,1
3951,High engagers,0
3953,High engagers,0
3954,High engagers,0
3955,High engagers,0
3956,Passive,2
3957,High engagers,0
3958,Passive,2
3959,Moderate,1
3960,Passive,2
3961,High engagers,0
3962,High engagers,0
3963,Passive,2
3964,Moderate,1
3965,Moderate,1
3966,Moderate,1
3967,Passive,2
3968,Moderate,1
3969,High engagers,0
3970,High engagers,0
3971,Moderate,1
3972,High engagers,0
3973,High engagers,0
3974,Moderate,1
3975,Moderate,1
3976,Moderate,1
3977,Moderate,1
3978,Passive,2
3979,High engagers,0
3980,High engagers,0
3981,High engagers,0
3982,Moderate,1
3983,High engagers,0
3984,Moderate,1
3985,High engagers,0
3986,Passive,2
3987,High engagers,0
3988,Passive,2
3992,High engagers,0
3993,High engagers,0
3994,High engagers,0
3995,Moderate,1
3996,Moderate,1
3997,Moderate,1
3998,Passive,2
3999,Passive,2
4000,Moderate,1
4001,High engagers,0
4002,High engagers,0
4003,Moderate,1
4004,High engagers,0
4005,Moderate,1
4006,Moderate,1
4007,Moderate,1
4008,Passive,2
4009,Moderate,1
4010,Passive,2
4011,High engagers,0
4012,Passive,2
4013,Moderate,1
4014,Passive,2
4015,High engagers,0
4016,Passive,2
4017,High engagers,0
4018,Moderate,1
4019,Moderate,1
4020,Passive,2
4021,Moderate,1
4022,Moderate,1
4023,High engagers,0
4024,High engagers,0
4025,High engagers,0
4026,High engagers,0
4027,Moderate,1
4028,High engagers,0
4029,High engagers,0
4030,Moderate,1
4031,High engagers,0
4032,High engagers,0
4033,Moderate,1
4034,High engagers,0
4035,High engagers,0
4036,High engagers,0
4037,Moderate,1
4038,Moderate,1
4039,High engagers,0
4040,High engagers,0
4041,Passive,2
4042,High engagers,0
4043,High engagers,0
4044,Passive,2
4045,Passive,2
4046,High engagers,0
4047,Moderate,1
4048,Passive,2
4049,High engagers,0
4050,High engagers,0
4051,Moderate,1
4052,High engagers,0
4053,Passive,2
4054,High engagers,0
4055,Moderate,1
4056,High engagers,0
4057,High engagers,0
4059,Moderate,1
4060,High engagers,0
4062,High engagers,0
4063,Moderate,1
4064,High engagers,0
4065,Passive,2
4066,Passive,2
4067,Passive,2
4068,High engagers,0
4069,Passive,2
4070,High engagers,0
4071,High engagers,0
4072,High engagers,0
4073,High engagers,0
4074,Passive,2
4075,Passive,2
4076,High engagers,0
4077,High engagers,0
4078,High engagers,0
4079,Passive,2
4080,Passive,2
4081,Passive,2
4082,High engagers,0
4083,Moderate,1
4084,Passive,2
4085,Moderate,1
4086,Passive,2
4087,High engagers,0
4088,Passive,2
4089,High engagers,0
4090,High engagers,0
4091,Moderate,1
4092,High engagers,0
4093,High engagers,0
4094,Moderate,1
4095,Passive,2
4096,High engagers,0
4097,High engagers,0
4098,High engagers,0
4099,High engagers,0
4100,High engagers,0
4101,Passive,2
4102,High engagers,0
4103,High engagers,0
4104,High engagers,0
4105,High engagers,0
4106,Passive,2
4107,Moderate,1
4108,High engagers,0
4109,High engagers,0
4110,Passive,2
4111,High engagers,0
4112,Passive,2
4113,High engagers,0
4114,Passive,2
4115,High engagers,0
4116,Passive,2
4117,High engagers,0
4118,Passive,2
4119,High engagers,0
4120,High engagers,0
4122,Moderate,1
4123,High engagers,0
4124,High engagers,0
4125,Passive,2
4126,Moderate,1
4127,Passive,2
4128,Passive,2
4129,High engagers,0
4130,High engagers,0
4131,High engagers,0
4132,High engagers,0
4133,High engagers,0
4134,High engagers,0
4135,Passive,2
4136,High engagers,0
4137,High engagers,0
4138,Passive,2
4139,Moderate,1
4140,Passive,2
4141,Moderate,1
4142,High engagers,0
4143,Passive,2
4144,High engagers,0
4145,Moderate,1
4146,High engagers,0
4147,High engagers,0
4148,Passive,2
4149,Passive,2
4150,Moderate,1
4151,Moderate,1
4152,High engagers,0
4153,High engagers,0
4154,High engagers,0
4155,High engagers,0
4156,Passive,2
4157,Moderate,1
4158,High engagers,0
4159,Moderate,1
4160,Passive,2
4161,High engagers,0
4162,Passive,2
4163,Moderate,1
4164,Moderate,1
4165,Moderate,1
4166,Passive,2
4167,Passive,2
4168,High engagers,0
4169,High engagers,0
4170,Passive,2
4172,Moderate,1
4174,Moderate,1
4175,Passive,2
4176,High engagers,0
4177,High engagers,0
4179,Passive,2
4180,High engagers,0
4181,Passive,2
4182,High engagers,0
4183,Moderate,1
4184,Moderate,1
4185,High engagers,0
4186,Passive,2
4187,Moderate,1
4188,Moderate,1
4189,High engagers,0
4190,High engagers,0
4191,High engagers,0
4192,Moderate,1
4193,Moderate,1
4194,Passive,2
4195,High engagers,0
4196,Moderate,1
4197,High engagers,0
4198,High engagers,0
4199,Moderate,1
4200,High engagers,0
4201,Passive,2
4202,High engagers,0
4203,High engagers,0
4204,High engagers,0
4205,Passive,2
4206,High engagers,0
4207,Moderate,1
4208,High engagers,0
4209,Passive,2
4210,High engagers,0
4211,Moderate,1
4212,Passive,2
4213,Passive,2
4214,High engagers,0
4215,Passive,2
4216,High engagers,0
4217,High engagers,0
4218,High engagers,0
4220,Moderate,1
4221,High engagers,0
4222,Moderate,1
4223,High engagers,0
4224,High engagers,0
4225,Passive,2
4226,High engagers,0
4227,Passive,2
4228,Moderate,1
4229,High engagers,0
4230,Passive,2
4232,Passive,2
4233,Passive,2
4234,Passive,2
4235,Moderate,1
4236,High engagers,0
4237,High engagers,0
4238,Passive,2
4239,High engagers,0
4240,High engagers,0
4241,Moderate,1
4242,High engagers,0
4243,High engagers,0
4244,Passive,2
4245,Moderate,1
4246,Passive,2
4247,High engagers,0
4248,High engagers,0
4249,Moderate,1
4250,Passive,2
4251,Moderate,1
4252,High engagers,0
4253,High engagers,0
4254,Moderate,1
4255,High engagers,0
4256,Moderate,1
4257,Moderate,1
4258,Passive,2
4260,High engagers,0
4261,Moderate,1
4262,Moderate,1
4263,High engagers,0
4264,Moderate,1
4265,High engagers,0
4266,High engagers,0
4267,Moderate,1
4268,Passive,2
4269,High engagers,0
4270,Moderate,1
4272,Passive,2
4273,Moderate,1
4274,High engagers,0
4275,Moderate,1
4276,High engagers,0
4277,High engagers,0
4278,High engagers,0
4279,Moderate,1
4280,Moderate,1
4281,High engagers,0
4282,High engagers,0
4283,High engagers,0
4284,High engagers,0
4285,Passive,2
4286,Passive,2
4287,Moderate,1
4288,High engagers,0
4290,Passive,2
4291,High engagers,0
4292,Moderate,1
4293,High engagers,0
4294,High engagers,0
4295,Passive,2
4296,High engagers,0
4297,High engagers,0
4298,High engagers,0
4299,High engagers,0
4300,Passive,2
4301,Passive,2
4302,Passive,2
4304,Moderate,1
4305,Moderate,1
4306,Moderate,1
4307,High engagers,0
4308,High engagers,0
4309,Moderate,1
4310,Moderate,1
4311,Moderate,1
4312,High engagers,0
4313,High engagers,0
4314,Passive,2
4315,High engagers,0
4316,Moderate,1
4317,High engagers,0
4318,High engagers,0
4319,Passive,2
4320,Passive,2
4321,Passive,2
4322,Moderate,1
4323,Moderate,1
4324,Passive,2
4325,Passive,2
4326,Moderate,1
4327,Moderate,1
4328,Moderate,1
4329,High engagers,0
4330,Moderate,1
4331,High engagers,0
4332,Moderate,1
4333,High engagers,0
4334,Passive,2
4335,Passive,2
4336,Passive,2
4337,High engagers,0
4338,High engagers,0
4339,Moderate,1
4340,High engagers,0
4341,Passive,2
4342,Moderate,1
4343,Moderate,1
4344,High engagers,0
4345,Passive,2
4346,High engagers,0
4347,High engagers,0
4348,Passive,2
4349,Passive,2
4350,Moderate,1
4351,High engagers,0
4352,High engagers,0
4353,High engagers,0
4354,Moderate,1
4355,Moderate,1
4356,Moderate,1
4357,High engagers,0
4358,High engagers,0
4359,High engagers,0
4360,Moderate,1
4361,Moderate,1
4362,High engagers,0
4363,High engagers,0
4364,High engagers,0
4365,Moderate,1
4366,Moderate,1
4367,High engagers,0
4368,Passive,2
4369,Passive,2
4370,Moderate,1
4371,Moderate,1
4372,Passive,2
4373,Passive,2
4374,High engagers,0
4375,High engagers,0
4376,High engagers,0
4377,High engagers,0
4378,Moderate,1
4379,Passive,2
4380,Passive,2
4381,High engagers,0
4382,Passive,2
4383,Moderate,1
4384,Passive,2
4385,Passive,2
4386,High engagers,0
4387,Moderate,1
4388,Passive,2
4389,Passive,2
4390,Passive,2
4391,Passive,2
4392,High engagers,0
4393,High engagers,0
4394,Passive,2
4395,High engagers,0
4396,Moderate,1
4397,Passive,2
4398,Moderate,1
4399,Passive,2
4400,Moderate,1
4401,High engagers,0
4402,Passive,2
4403,High engagers,0
4404,High engagers,0
4405,High engagers,0
4406,High engagers,0
4407,Passive,2
4408,High engagers,0
4409,Moderate,1
4410,High engagers,0
4411,High engagers,0
4412,High engagers,0
4413,Passive,2
4414,High engagers,0
4415,Passive,2
4416,Passive,2
4417,Passive,2
4418,High engagers,0
4419,High engagers,0
4420,High engagers,0
4421,High engagers,0
4422,Moderate,1
4423,High engagers,0
4424,High engagers,0
4425,Passive,2
4426,High engagers,0
4427,High engagers,0
4428,High engagers,0
4429,High engagers,0
4430,High engagers,0
4431,High engagers,0
4432,High engagers,0
4433,Passive,2
4434,Passive,2
4435,Moderate,1
4436,High engagers,0
4437,Passive,2
4438,High engagers,0
4439,Passive,2
4440,Passive,2
4441,High engagers,0
4442,Moderate,1
4443,High engagers,0
4444,Moderate,1
4445,Moderate,1
4446,High engagers,0
4447,Passive,2
4448,High engagers,0
4449,High engagers,0
4450,Passive,2
4451,Moderate,1
4453,Passive,2
4454,High engagers,0
4455,Moderate,1
4456,Moderate,1
4457,Passive,2
4458,High engagers,0
4459,High engagers,0
4460,High engagers,0
4461,Passive,2
4462,High engagers,0
4463,Moderate,1
4465,Moderate,1
4466,High engagers,0
4467,Passive,2
4468,Passive,2
4470,High engagers,0
4471,High engagers,0
4472,Passive,2
4473,Moderate,1
4474,High engagers,0
4475,High engagers,0
4476,Moderate,1
4477,Moderate,1
4478,Moderate,1
4479,High engagers,0
4481,Moderate,1
4482,Passive,2
4483,High engagers,0
4484,High engagers,0
4485,High engagers,0
4486,Passive,2
4487,High engagers,0
4488,Passive,2
4489,Passive,2
4490,Moderate,1
4491,Moderate,1
4492,Passive,2
4493,Passive,2
4494,Moderate,1
4495,Moderate,1
4496,Moderate,1
4497,Passive,2
4498,Passive,2
4499,Moderate,1
4500,High engagers,0
4501,Moderate,1
4502,Passive,2
4503,Passive,2
4504,High engagers,0
4505,Passive,2
4506,Moderate,1
4507,High engagers,0
4508,Passive,2
4509,High engagers,0
4510,High engagers,0
4511,Passive,2
4512,High engagers,0
4513,High engagers,0
4514,High engagers,0
4515,Passive,2
4516,Moderate,1
4517,Moderate,1
4518,High engagers,0
4519,High engagers,0
4520,Moderate,1
4521,Moderate,1
4522,Moderate,1
4523,High engagers,0
4524,High engagers,0
4525,Passive,2
4526,Passive,2
4527,Moderate,1
4528,Moderate,1
4529,Passive,2
4530,Moderate,1
4531,High engagers,0
4532,High engagers,0
4533,High engagers,0
4534,Passive,2
4535,Moderate,1
4536,High engagers,0
4537,High engagers,0
4538,Passive,2
4539,High engagers,0
4540,Moderate,1
4541,High engagers,0
4542,Passive,2
4544,High engagers,0
4545,High engagers,0
4546,Passive,2
4548,High engagers,0
4549,High engagers,0
4550,Passive,2
4551,Passive,2
4552,Moderate,1
4553,High engagers,0
4554,Passive,2
4555,Passive,2
4556,Moderate,1
4557,Passive,2
4558,High engagers,0
4559,High engagers,0
4560,High engagers,0
4562,High engagers,0
4563,High engagers,0
4564,Moderate,1
4565,High engagers,0
4566,High engagers,0
4567,Passive,2
4568,High engagers,0
4569,Passive,2
4570,Moderate,1
4571,Passive,2
4572,High engagers,0
4573,Passive,2
4574,High engagers,0
