pid,day_offset,status,sms_seq
3592,30,delivered,1
3592,60,delivered,2
3592,90,delivered,3
3593,30,delivered,1
3593,60,delivered,2
3593,90,opted_out,3
3594,30,delivered,1
3594,60,delivered,2
3594,90,delivered,3
3595,30,delivered,1
3595,60,delivered,2
3595,90,delivered,3
3596,30,delivered,1
3596,60,opted_out,2
3596,90,opted_out,3
3601,30,delivered,1
3601,60,delivered,2
3601,90,opted_out,3
3602,30,delivered,1
3602,60,delivered,2
3602,90,delivered,3
3604,30,delivered,1
3604,60,delivered,2
3604,90,opted_out,3
3605,30,delivered,1
3605,60,delivered,2
3605,90,delivered,3
3607,30,delivered,1
3607,60,delivered,2
3607,90,delivered,3
3608,30,delivered,1
3608,60,delivered,2
3608,90,delivered,3
3609,30,delivered,1
3609,60,delivered,2
3609,90,delivered,3
3611,30,delivered,1
3611,60,delivered,2
3611,90,opted_out,3
3613,30,opted_out,1
3613,60,opted_out,2
3613,90,opted_out,3
3616,30,opted_out,1
3616,60,opted_out,2
3616,90,opted_out,3
3618,30,delivered,1
3618,60,delivered,2
3618,90,opted_out,3
3619,30,delivered,1
3619,60,delivered,2
3619,90,delivered,3
3620,30,opted_out,1
3620,60,opted_out,2
3620,90,opted_out,3
3621,30,delivered,1
3621,60,delivered,2
3621,90,delivered,3
3625,30,delivered,1
3625,60,delivered,2
3625,90,delivered,3
3628,30,delivered,1
3628,60,delivered,2
3628,90,delivered,3
3633,30,delivered,1
3633,60,delivered,2
3633,90,opted_out,3
3637,30,delivered,1
3637,60,delivered,2
3637,90,delivered,3
3638,30,opted_out,1
3638,60,opted_out,2
3638,90,opted_out,3
3639,30,delivered,1
3639,60,delivered,2
3639,90,delivered,3
3640,30,opted_out,1
3640,60,opted_out,2
3640,90,opted_out,3
3644,30,delivered,1
3644,60,delivered,2
3644,90,delivered,3
3646,30,delivered,1
3646,60,opted_out,2
3646,90,opted_out,3
3647,30,delivered,1
3647,60,delivered,2
3647,90,delivered,3
3648,30,delivered,1
3648,60,delivered,2
3648,90,delivered,3
3652,30,delivered,1
3652,60,delivered,2
3652,90,delivered,3
3653,30,opted_out,1
3653,60,opted_out,2
3653,90,opted_out,3
3657,30,opted_out,1
3657,60,opted_out,2
3657,90,opted_out,3
3658,30,delivered,1
3658,60,delivered,2
3658,90,delivered,3
3660,30,delivered,1
3660,60,delivered,2
3660,90,delivered,3
3661,30,delivered,1
3661,60,delivered,2
3661,90,opted_out,3
3665,30,delivered,1
3665,60,delivered,2
3665,90,delivered,3
3667,30,delivered,1
3667,60,delivered,2
3667,90,delivered,3
3670,30,delivered,1
3670,60,delivered,2
3670,90,opted_out,3
3671,30,delivered,1
3671,60,delivered,2
3671,90,delivered,3
3672,30,delivered,1
3672,60,delivered,2
3672,90,opted_out,3
3673,30,delivered,1
3673,60,delivered,2
3673,90,delivered,3
3674,30,delivered,1
3674,60,delivered,2
3674,90,opted_out,3
3676,30,delivered,1
3676,60,opted_out,2
3676,90,opted_out,3
3677,30,delivered,1
3677,60,delivered,2
3677,90,delivered,3
3680,30,delivered,1
3680,60,delivered,2
3680,90,delivered,3
3681,30,delivered,1
3681,60,delivered,2
3681,90,delivered,3
3682,30,delivered,1
3682,60,delivered,2
3682,90,delivered,3
3683,30,delivered,1
3683,60,delivered,2
3683,90,delivered,3
3684,30,delivered,1
3684,60,delivered,2
3684,90,delivered,3
3686,30,delivered,1
3686,60,delivered,2
3686,90,delivered,3
3687,30,delivered,1
3687,60,delivered,2
3687,90,delivered,3
3689,30,delivered,1
3689,60,delivered,2
3689,90,delivered,3
3693,30,delivered,1
3693,60,delivered,2
3693,90,delivered,3
3694,30,opted_out,1
3694,60,opted_out,2
3694,90,opted_out,3
3695,30,delivered,1
3695,60,delivered,2
3695,90,delivered,3
3697,30,delivered,1
3697,60,delivered,2
3697,90,delivered,3
3698,30,delivered,1
3698,60,delivered,2
3698,90,delivered,3
3700,30,delivered,1
3700,60,delivered,2
3700,90,delivered,3
3703,30,delivered,1
3703,60,delivered,2
3703,90,delivered,3
3704,30,delivered,1
3704,60,delivered,2
3704,90,delivered,3
3706,30,delivered,1
3706,60,delivered,2
3706,90,delivered,3
3708,30,delivered,1
3708,60,delivered,2
3708,90,delivered,3
3709,30,delivered,1
3709,60,delivered,2
3709,90,delivered,3
3710,30,delivered,1
3710,60,delivered,2
3710,90,delivered,3
3712,30,delivered,1
3712,60,delivered,2
3712,90,delivered,3
3713,30,delivered,1
3713,60,delivered,2
3713,90,delivered,3
3714,30,delivered,1
3714,60,delivered,2
3714,90,delivered,3
3715,30,delivered,1
3715,60,delivered,2
3715,90,opted_out,3
3716,30,opted_out,1
3716,60,opted_out,2
3716,90,opted_out,3
3719,30,delivered,1
3719,60,delivered,2
3719,90,delivered,3
3720,30,delivered,1
3720,60,delivered,2
3720,90,delivered,3
3721,30,delivered,1
3721,60,delivered,2
3721,90,delivered,3
3722,30,delivered,1
3722,60,delivered,2
3722,90,delivered,3
3723,30,opted_out,1
3723,60,opted_out,2
3723,90,opted_out,3
3725,30,delivered,1
3725,60,opted_out,2
3725,90,opted_out,3
3726,30,delivered,1
3726,60,delivered,2
3726,90,opted_out,3
3728,30,delivered,1
3728,60,opted_out,2
3728,90,opted_out,3
3731,30,delivered,1
3731,60,opted_out,2
3731,90,opted_out,3
3733,30,delivered,1
3733,60,delivered,2
3733,90,opted_out,3
3734,30,delivered,1
3734,60,opted_out,2
3734,90,opted_out,3
3737,30,delivered,1
3737,60,delivered,2
3737,90,delivered,3
3738,30,delivered,1
3738,60,delivered,2
3738,90,delivered,3
3741,30,delivered,1
3741,60,delivered,2
3741,90,delivered,3
3742,30,delivered,1
3742,60,delivered,2
3742,90,delivered,3
3745,30,delivered,1
3745,60,delivered,2
3745,90,delivered,3
3746,30,delivered,1
3746,60,opted_out,2
3746,90,opted_out,3
3747,30,delivered,1
3747,60,delivered,2
3747,90,delivered,3
3752,30,delivered,1
3752,60,delivered,2
3752,90,delivered,3
3758,30,delivered,1
3758,60,delivered,2
3758,90,delivered,3
3759,30,delivered,1
3759,60,delivered,2
3759,90,delivered,3
3760,30,delivered,1
3760,60,delivered,2
3760,90,delivered,3
3761,30,delivered,1
3761,60,opted_out,2
3761,90,opted_out,3
3763,30,opted_out,1
3763,60,opted_out,2
3763,90,opted_out,3
3764,30,opted_out,1
3764,60,opted_out,2
3764,90,opted_out,3
3765,30,delivered,1
3765,60,delivered,2
3765,90,delivered,3
3766,30,delivered,1
3766,60,delivered,2
3766,90,delivered,3
3767,30,delivered,1
3767,60,delivered,2
3767,90,delivered,3
3768,30,delivered,1
3768,60,delivered,2
3768,90,delivered,3
3769,30,delivered,1
3769,60,delivered,2
3769,90,delivered,3
3770,30,delivered,1
3770,60,delivered,2
3770,90,delivered,3
3773,30,delivered,1
3773,60,opted_out,2
3773,90,opted_out,3
3775,30,delivered,1
3775,60,delivered,2
3775,90,delivered,3
3779,30,delivered,1
3779,60,delivered,2
3779,90,delivered,3
3780,30,delivered,1
3780,60,delivered,2
3780,90,delivered,3
3784,30,delivered,1
3784,60,delivered,2
3784,90,delivered,3
3789,30,delivered,1
3789,60,delivered,2
3789,90,delivered,3
3790,30,delivered,1
3790,60,opted_out,2
3790,90,opted_out,3
3793,30,delivered,1
3793,60,delivered,2
3793,90,delivered,3
3794,30,delivered,1
3794,60,delivered,2
3794,90,delivered,3
3796,30,delivered,1
3796,60,delivered,2
3796,90,delivered,3
3799,30,delivered,1
3799,60,delivered,2
3799,90,delivered,3
3801,30,delivered,1
3801,60,opted_out,2
3801,90,opted_out,3
3802,30,delivered,1
3802,60,delivered,2
3802,90,delivered,3
3804,30,opted_out,1
3804,60,opted_out,2
3804,90,opted_out,3
3805,30,delivered,1
3805,60,delivered,2
3805,90,delivered,3
3807,30,opted_out,1
3807,60,opted_out,2
3807,90,opted_out,3
3808,30,delivered,1
3808,60,delivered,2
3808,90,delivered,3
3809,30,delivered,1
3809,60,opted_out,2
3809,90,opted_out,3
3810,30,delivered,1
3810,60,delivered,2
3810,90,delivered,3
3811,30,opted_out,1
3811,60,opted_out,2
3811,90,opted_out,3
3813,30,delivered,1
3813,60,delivered,2
3813,90,delivered,3
3814,30,delivered,1
3814,60,delivered,2
3814,90,delivered,3
3816,30,delivered,1
3816,60,delivered,2
3816,90,delivered,3
3817,30,delivered,1
3817,60,delivered,2
3817,90,delivered,3
3821,30,delivered,1
3821,60,delivered,2
3821,90,delivered,3
3824,30,opted_out,1
3824,60,opted_out,2
3824,90,opted_out,3
3825,30,delivered,1
3825,60,opted_out,2
3825,90,opted_out,3
3826,30,delivered,1
3826,60,delivered,2
3826,90,opted_out,3
3829,30,opted_out,1
3829,60,opted_out,2
3829,90,opted_out,3
3830,30,delivered,1
3830,60,delivered,2
3830,90,delivered,3
3832,30,delivered,1
3832,60,opted_out,2
3832,90,opted_out,3
3836,30,delivered,1
3836,60,opted_out,2
3836,90,opted_out,3
3838,30,delivered,1
3838,60,delivered,2
3838,90,delivered,3
3840,30,opted_out,1
3840,60,opted_out,2
3840,90,opted_out,3
3842,30,delivered,1
3842,60,delivered,2
3842,90,delivered,3
3844,30,delivered,1
3844,60,delivered,2
3844,90,opted_out,3
3845,30,delivered,1
3845,60,delivered,2
3845,90,delivered,3
3847,30,delivered,1
3847,60,delivered,2
3847,90,opted_out,3
3848,30,delivered,1
3848,60,delivered,2
3848,90,delivered,3
3849,30,delivered,1
3849,60,opted_out,2
3849,90,opted_out,3
3855,30,delivered,1
3855,60,delivered,2
3855,90,delivered,3
3856,30,delivered,1
3856,60,delivered,2
3856,90,delivered,3
3859,30,delivered,1
3859,60,delivered,2
3859,90,delivered,3
3861,30,delivered,1
3861,60,delivered,2
3861,90,delivered,3
3862,30,opted_out,1
3862,60,opted_out,2
3862,90,opted_out,3
3863,30,delivered,1
3863,60,delivered,2
3863,90,delivered,3
3865,30,delivered,1
3865,60,delivered,2
3865,90,delivered,3
3866,30,delivered,1
3866,60,delivered,2
3866,90,delivered,3
3867,30,delivered,1
3867,60,delivered,2
3867,90,delivered,3
3869,30,delivered,1
3869,60,opted_out,2
3869,90,opted_out,3
3870,30,opted_out,1
3870,60,opted_out,2
3870,90,opted_out,3
3873,30,delivered,1
3873,60,delivered,2
3873,90,delivered,3
3874,30,delivered,1
3874,60,delivered,2
3874,90,delivered,3
3876,30,delivered,1
3876,60,delivered,2
3876,90,delivered,3
3877,30,delivered,1
3877,60,delivered,2
3877,90,delivered,3
3878,30,delivered,1
3878,60,delivered,2
3878,90,delivered,3
3882,30,opted_out,1
3882,60,opted_out,2
3882,90,opted_out,3
3883,30,delivered,1
3883,60,delivered,2
3883,90,opted_out,3
3886,30,delivered,1
3886,60,delivered,2
3886,90,delivered,3
3888,30,delivered,1
3888,60,delivered,2
3888,90,opted_out,3
3889,30,delivered,1
3889,60,delivered,2
3889,90,delivered,3
3890,30,delivered,1
3890,60,delivered,2
3890,90,delivered,3
3893,30,delivered,1
3893,60,opted_out,2
3893,90,opted_out,3
3894,30,delivered,1
3894,60,opted_out,2
3894,90,opted_out,3
3896,30,delivered,1
3896,60,delivered,2
3896,90,delivered,3
3897,30,delivered,1
3897,60,delivered,2
3897,90,opted_out,3
3900,30,delivered,1
3900,60,opted_out,2
3900,90,opted_out,3
3901,30,delivered,1
3901,60,delivered,2
3901,90,delivered,3
3903,30,delivered,1
3903,60,delivered,2
3903,90,delivered,3
3907,30,delivered,1
3907,60,delivered,2
3907,90,delivered,3
3911,30,opted_out,1
3911,60,opted_out,2
3911,90,opted_out,3
3913,30,delivered,1
3913,60,delivered,2
3913,90,delivered,3
3914,30,delivered,1
3914,60,delivered,2
3914,90,delivered,3
3915,30,delivered,1
3915,60,opted_out,2
3915,90,opted_out,3
3916,30,delivered,1
3916,60,delivered,2
3916,90,delivered,3
3917,30,delivered,1
3917,60,delivered,2
3917,90,delivered,3
3919,30,opted_out,1
3919,60,opted_out,2
3919,90,opted_out,3
3920,30,opted_out,1
3920,60,opted_out,2
3920,90,opted_out,3
3922,30,delivered,1
3922,60,delivered,2
3922,90,delivered,3
3925,30,delivered,1
3925,60,delivered,2
3925,90,delivered,3
3926,30,delivered,1
3926,60,delivered,2
3926,90,delivered,3
3927,30,delivered,1
3927,60,delivered,2
3927,90,opted_out,3
3929,30,delivered,1
3929,60,opted_out,2
3929,90,opted_out,3
3934,30,delivered,1
3934,60,delivered,2
3934,90,delivered,3
3939,30,delivered,1
3939,60,delivered,2
3939,90,delivered,3
3944,30,delivered,1
3944,60,delivered,2
3944,90,delivered,3
3946,30,delivered,1
3946,60,delivered,2
3946,90,delivered,3
3947,30,delivered,1
3947,60,delivered,2
3947,90,delivered,3
3948,30,delivered,1
3948,60,delivered,2
3948,90,delivered,3
3949,30,delivered,1
3949,60,delivered,2
3949,90,delivered,3
3951,30,delivered,1
3951,60,delivered,2
3951,90,delivered,3
3955,30,delivered,1
3955,60,opted_out,2
3955,90,opted_out,3
3959,30,opted_out,1
3959,60,opted_out,2
3959,90,opted_out,3
3961,30,delivered,1
3961,60,delivered,2
3961,90,delivered,3
3962,30,delivered,1
3962,60,opted_out,2
3962,90,opted_out,3
3963,30,delivered,1
3963,60,delivered,2
3963,90,delivered,3
3965,30,delivered,1
3965,60,delivered,2
3965,90,delivered,3
3966,30,delivered,1
3966,60,delivered,2
3966,90,delivered,3
3968,30,delivered,1
3968,60,delivered,2
3968,90,delivered,3
3969,30,delivered,1
3969,60,delivered,2
3969,90,delivered,3
3974,30,delivered,1
3974,60,delivered,2
3974,90,delivered,3
3975,30,delivered,1
3975,60,opted_out,2
3975,90,opted_out,3
3976,30,delivered,1
3976,60,delivered,2
3976,90,delivered,3
3978,30,delivered,1
3978,60,delivered,2
3978,90,delivered,3
3979,30,delivered,1
3979,60,delivered,2
3979,90,delivered,3
3982,30,delivered,1
3982,60,delivered,2
3982,90,delivered,3
3986,30,delivered,1
3986,60,delivered,2
3986,90,delivered,3
3987,30,delivered,1
3987,60,delivered,2
3987,90,delivered,3
3988,30,delivered,1
3988,60,delivered,2
3988,90,delivered,3
3989,30,delivered,1
3989,60,delivered,2
3989,90,delivered,3
3990,30,delivered,1
3990,60,delivered,2
3990,90,opted_out,3
3991,30,delivered,1
3991,60,delivered,2
3991,90,delivered,3
3992,30,delivered,1
3992,60,delivered,2
3992,90,delivered,3
3993,30,delivered,1
3993,60,delivered,2
3993,90,delivered,3
3994,30,opted_out,1
3994,60,opted_out,2
3994,90,opted_out,3
3995,30,delivered,1
3995,60,delivered,2
3995,90,delivered,3
3996,30,delivered,1
3996,60,opted_out,2
3996,90,opted_out,3
3997,30,delivered,1
3997,60,delivered,2
3997,90,delivered,3
3998,30,delivered,1
3998,60,delivered,2
3998,90,delivered,3
4000,30,delivered,1
4000,60,delivered,2
4000,90,delivered,3
4002,30,delivered,1
4002,60,delivered,2
4002,90,delivered,3
4003,30,delivered,1
4003,60,opted_out,2
4003,90,opted_out,3
4004,30,delivered,1
4004,60,delivered,2
4004,90,delivered,3
4005,30,delivered,1
4005,60,delivered,2
4005,90,delivered,3
4008,30,delivered,1
4008,60,opted_out,2
4008,90,opted_out,3
4009,30,delivered,1
4009,60,delivered,2
4009,90,delivered,3
4012,30,delivered,1
4012,60,delivered,2
4012,90,delivered,3
4013,30,delivered,1
4013,60,opted_out,2
4013,90,opted_out,3
4014,30,delivered,1
4014,60,delivered,2
4014,90,delivered,3
4015,30,delivered,1
4015,60,delivered,2
4015,90,delivered,3
4016,30,delivered,1
4016,60,opted_out,2
4016,90,opted_out,3
4017,30,delivered,1
4017,60,opted_out,2
4017,90,opted_out,3
4019,30,delivered,1
4019,60,delivered,2
4019,90,delivered,3
4020,30,delivered,1
4020,60,delivered,2
4020,90,delivered,3
4021,30,delivered,1
4021,60,opted_out,2
4021,90,opted_out,3
4023,30,delivered,1
4023,60,delivered,2
4023,90,delivered,3
4024,30,opted_out,1
4024,60,opted_out,2
4024,90,opted_out,3
4025,30,delivered,1
4025,60,opted_out,2
4025,90,opted_out,3
4026,30,delivered,1
4026,60,delivered,2
4026,90,delivered,3
4027,30,delivered,1
4027,60,delivered,2
4027,90,delivered,3
4028,30,opted_out,1
4028,60,opted_out,2
4028,90,opted_out,3
4029,30,delivered,1
4029,60,delivered,2
4029,90,delivered,3
4030,30,delivered,1
4030,60,delivered,2
4030,90,delivered,3
4031,30,opted_out,1
4031,60,opted_out,2
4031,90,opted_out,3
4032,30,delivered,1
4032,60,opted_out,2
4032,90,opted_out,3
4033,30,delivered,1
4033,60,delivered,2
4033,90,delivered,3
4037,30,delivered,1
4037,60,delivered,2
4037,90,delivered,3
4040,30,delivered,1
4040,60,delivered,2
4040,90,delivered,3
4042,30,opted_out,1
4042,60,opted_out,2
4042,90,opted_out,3
4044,30,delivered,1
4044,60,delivered,2
4044,90,delivered,3
4047,30,delivered,1
4047,60,delivered,2
4047,90,delivered,3
4049,30,delivered,1
4049,60,delivered,2
4049,90,delivered,3
4051,30,opted_out,1
4051,60,opted_out,2
4051,90,opted_out,3
4052,30,delivered,1
4052,60,delivered,2
4052,90,delivered,3
4053,30,delivered,1
4053,60,delivered,2
4053,90,opted_out,3
4056,30,delivered,1
4056,60,delivered,2
4056,90,opted_out,3
4057,30,delivered,1
4057,60,delivered,2
4057,90,delivered,3
4058,30,opted_out,1
4058,60,opted_out,2
4058,90,opted_out,3
4060,30,delivered,1
4060,60,delivered,2
4060,90,delivered,3
4061,30,delivered,1
4061,60,delivered,2
4061,90,delivered,3
4064,30,delivered,1
4064,60,delivered,2
4064,90,delivered,3
4065,30,delivered,1
4065,60,delivered,2
4065,90,delivered,3
4067,30,delivered,1
4067,60,opted_out,2
4067,90,opted_out,3
4068,30,delivered,1
4068,60,delivered,2
4068,90,delivered,3
4070,30,delivered,1
4070,60,delivered,2
4070,90,delivered,3
4071,30,delivered,1
4071,60,delivered,2
4071,90,delivered,3
4072,30,delivered,1
4072,60,opted_out,2
4072,90,opted_out,3
4075,30,delivered,1
4075,60,delivered,2
4075,90,delivered,3
4079,30,delivered,1
4079,60,delivered,2
4079,90,delivered,3
4080,30,delivered,1
4080,60,delivered,2
4080,90,delivered,3
4082,30,delivered,1
4082,60,delivered,2
4082,90,delivered,3
4083,30,delivered,1
4083,60,delivered,2
4083,90,delivered,3
4086,30,opted_out,1
4086,60,opted_out,2
4086,90,opted_out,3
4087,30,delivered,1
4087,60,delivered,2
4087,90,opted_out,3
4089,30,delivered,1
4089,60,delivered,2
4089,90,delivered,3
4090,30,opted_out,1
4090,60,opted_out,2
4090,90,opted_out,3
4091,30,delivered,1
4091,60,delivered,2
4091,90,delivered,3
4092,30,delivered,1
4092,60,delivered,2
4092,90,delivered,3
4093,30,delivered,1
4093,60,delivered,2
4093,90,delivered,3
4095,30,delivered,1
4095,60,delivered,2
4095,90,opted_out,3
4096,30,delivered,1
4096,60,delivered,2
4096,90,delivered,3
4097,30,delivered,1
4097,60,delivered,2
4097,90,opted_out,3
4098,30,delivered,1
4098,60,delivered,2
4098,90,delivered,3
4099,30,delivered,1
4099,60,delivered,2
4099,90,delivered,3
4102,30,delivered,1
4102,60,delivered,2
4102,90,delivered,3
4103,30,delivered,1
4103,60,delivered,2
4103,90,delivered,3
4104,30,delivered,1
4104,60,opted_out,2
4104,90,opted_out,3
4105,30,delivered,1
4105,60,delivered,2
4105,90,delivered,3
4106,30,delivered,1
4106,60,delivered,2
4106,90,delivered,3
4107,30,delivered,1
4107,60,delivered,2
4107,90,delivered,3
4108,30,delivered,1
4108,60,delivered,2
4108,90,delivered,3
4109,30,delivered,1
4109,60,delivered,2
4109,90,delivered,3
4111,30,delivered,1
4111,60,delivered,2
4111,90,delivered,3
4113,30,delivered,1
4113,60,delivered,2
4113,90,delivered,3
4118,30,opted_out,1
4118,60,opted_out,2
4118,90,opted_out,3
4119,30,delivered,1
4119,60,opted_out,2
4119,90,opted_out,3
4121,30,delivered,1
4121,60,opted_out,2
4121,90,opted_out,3
4124,30,delivered,1
4124,60,delivered,2
4124,90,delivered,3
4126,30,delivered,1
4126,60,opted_out,2
4126,90,opted_out,3
4127,30,opted_out,1
4127,60,opted_out,2
4127,90,opted_out,3
4130,30,delivered,1
4130,60,delivered,2
4130,90,delivered,3
4131,30,delivered,1
4131,60,delivered,2
4131,90,delivered,3
4135,30,delivered,1
4135,60,delivered,2
4135,90,delivered,3
4136,30,delivered,1
4136,60,delivered,2
4136,90,delivered,3
4137,30,delivered,1
4137,60,delivered,2
4137,90,delivered,3
4138,30,opted_out,1
4138,60,opted_out,2
4138,90,opted_out,3
4140,30,delivered,1
4140,60,opted_out,2
4140,90,opted_out,3
4141,30,opted_out,1
4141,60,opted_out,2
4141,90,opted_out,3
4143,30,delivered,1
4143,60,delivered,2
4143,90,delivered,3
4145,30,delivered,1
4145,60,delivered,2
4145,90,delivered,3
4146,30,delivered,1
4146,60,delivered,2
4146,90,opted_out,3
4150,30,delivered,1
4150,60,delivered,2
4150,90,delivered,3
4151,30,opted_out,1
4151,60,opted_out,2
4151,90,opted_out,3
4154,30,delivered,1
4154,60,delivered,2
4154,90,delivered,3
4155,30,delivered,1
4155,60,delivered,2
4155,90,delivered,3
4156,30,delivered,1
4156,60,delivered,2
4156,90,delivered,3
4157,30,delivered,1
4157,60,delivered,2
4157,90,delivered,3
4159,30,delivered,1
4159,60,opted_out,2
4159,90,opted_out,3
4160,30,delivered,1
4160,60,delivered,2
4160,90,delivered,3
4166,30,delivered,1
4166,60,delivered,2
4166,90,delivered,3
4168,30,delivered,1
4168,60,delivered,2
4168,90,delivered,3
4169,30,delivered,1
4169,60,delivered,2
4169,90,delivered,3
4170,30,delivered,1
4170,60,opted_out,2
4170,90,opted_out,3
4171,30,delivered,1
4171,60,delivered,2
4171,90,delivered,3
4174,30,delivered,1
4174,60,delivered,2
4174,90,delivered,3
4177,30,delivered,1
4177,60,delivered,2
4177,90,delivered,3
4179,30,delivered,1
4179,60,delivered,2
4179,90,delivered,3
4180,30,delivered,1
4180,60,delivered,2
4180,90,delivered,3
4181,30,delivered,1
4181,60,delivered,2
4181,90,delivered,3
4183,30,opted_out,1
4183,60,opted_out,2
4183,90,opted_out,3
4184,30,delivered,1
4184,60,delivered,2
4184,90,delivered,3
4188,30,delivered,1
4188,60,delivered,2
4188,90,delivered,3
4191,30,delivered,1
4191,60,delivered,2
4191,90,delivered,3
4193,30,delivered,1
4193,60,delivered,2
4193,90,delivered,3
4195,30,opted_out,1
4195,60,opted_out,2
4195,90,opted_out,3
4196,30,delivered,1
4196,60,delivered,2
4196,90,delivered,3
4199,30,delivered,1
4199,60,opted_out,2
4199,90,opted_out,3
4202,30,delivered,1
4202,60,delivered,2
4202,90,delivered,3
4204,30,delivered,1
4204,60,opted_out,2
4204,90,opted_out,3
4206,30,delivered,1
4206,60,delivered,2
4206,90,delivered,3
4208,30,delivered,1
4208,60,opted_out,2
4208,90,opted_out,3
4209,30,delivered,1
4209,60,delivered,2
4209,90,delivered,3
4211,30,delivered,1
4211,60,delivered,2
4211,90,opted_out,3
4213,30,delivered,1
4213,60,delivered,2
4213,90,delivered,3
4214,30,delivered,1
4214,60,delivered,2
4214,90,delivered,3
4216,30,delivered,1
4216,60,delivered,2
4216,90,opted_out,3
4218,30,delivered,1
4218,60,delivered,2
4218,90,delivered,3
4221,30,delivered,1
4221,60,delivered,2
4221,90,delivered,3
4222,30,opted_out,1
4222,60,opted_out,2
4222,90,opted_out,3
4223,30,delivered,1
4223,60,delivered,2
4223,90,delivered,3
4225,30,delivered,1
4225,60,delivered,2
4225,90,delivered,3
4226,30,opted_out,1
4226,60,opted_out,2
4226,90,opted_out,3
4227,30,delivered,1
4227,60,delivered,2
4227,90,delivered,3
4229,30,delivered,1
4229,60,delivered,2
4229,90,delivered,3
4230,30,delivered,1
4230,60,delivered,2
4230,90,delivered,3
4235,30,opted_out,1
4235,60,opted_out,2
4235,90,opted_out,3
4236,30,delivered,1
4236,60,delivered,2
4236,90,delivered,3
4237,30,opted_out,1
4237,60,opted_out,2
4237,90,opted_out,3
4239,30,delivered,1
4239,60,delivered,2
4239,90,delivered,3
4240,30,opted_out,1
4240,60,opted_out,2
4240,90,opted_out,3
4243,30,delivered,1
4243,60,delivered,2
4243,90,delivered,3
4245,30,delivered,1
4245,60,delivered,2
4245,90,delivered,3
4248,30,delivered,1
4248,60,delivered,2
4248,90,opted_out,3
4252,30,delivered,1
4252,60,delivered,2
4252,90,delivered,3
4253,30,delivered,1
4253,60,delivered,2
4253,90,delivered,3
4254,30,delivered,1
4254,60,opted_out,2
4254,90,opted_out,3
4256,30,opted_out,1
4256,60,opted_out,2
4256,90,opted_out,3
4257,30,delivered,1
4257,60,delivered,2
4257,90,delivered,3
4259,30,delivered,1
4259,60,delivered,2
4259,90,delivered,3
4260,30,delivered,1
4260,60,delivered,2
4260,90,delivered,3
4262,30,delivered,1
4262,60,delivered,2
4262,90,delivered,3
4263,30,delivered,1
4263,60,delivered,2
4263,90,opted_out,3
4264,30,delivered,1
4264,60,delivered,2
4264,90,delivered,3
4265,30,delivered,1
4265,60,delivered,2
4265,90,delivered,3
4266,30,delivered,1
4266,60,delivered,2
4266,90,delivered,3
4268,30,delivered,1
4268,60,delivered,2
4268,90,opted_out,3
4269,30,delivered,1
4269,60,delivered,2
4269,90,delivered,3
4274,30,opted_out,1
4274,60,opted_out,2
4274,90,opted_out,3
4278,30,delivered,1
4278,60,delivered,2
4278,90,delivered,3
4280,30,delivered,1
4280,60,delivered,2
4280,90,delivered,3
4281,30,delivered,1
4281,60,delivered,2
4281,90,delivered,3
4283,30,delivered,1
4283,60,delivered,2
4283,90,delivered,3
4284,30,opted_out,1
4284,60,opted_out,2
4284,90,opted_out,3
4285,30,delivered,1
4285,60,delivered,2
4285,90,opted_out,3
4286,30,delivered,1
4286,60,delivered,2
4286,90,delivered,3
4287,30,delivered,1
4287,60,delivered,2
4287,90,delivered,3
4291,30,delivered,1
4291,60,delivered,2
4291,90,delivered,3
4292,30,delivered,1
4292,60,delivered,2
4292,90,delivered,3
4294,30,delivered,1
4294,60,opted_out,2
4294,90,opted_out,3
4295,30,delivered,1
4295,60,delivered,2
4295,90,delivered,3
4297,30,delivered,1
4297,60,opted_out,2
4297,90,opted_out,3
4298,30,delivered,1
4298,60,delivered,2
4298,90,opted_out,3
4299,30,delivered,1
4299,60,delivered,2
4299,90,delivered,3
4301,30,delivered,1
4301,60,opted_out,2
4301,90,opted_out,3
4305,30,delivered,1
4305,60,delivered,2
4305,90,delivered,3
4306,30,opted_out,1
4306,60,opted_out,2
4306,90,opted_out,3
4309,30,delivered,1
4309,60,delivered,2
4309,90,delivered,3
4310,30,delivered,1
4310,60,delivered,2
4310,90,delivered,3
4315,30,delivered,1
4315,60,delivered,2
4315,90,delivered,3
4318,30,opted_out,1
4318,60,opted_out,2
4318,90,opted_out,3
4319,30,delivered,1
4319,60,delivered,2
4319,90,delivered,3
4320,30,delivered,1
4320,60,delivered,2
4320,90,delivered,3
4321,30,delivered,1
4321,60,delivered,2
4321,90,delivered,3
4323,30,delivered,1
4323,60,opted_out,2
4323,90,opted_out,3
4325,30,delivered,1
4325,60,delivered,2
4325,90,delivered,3
4326,30,opted_out,1
4326,60,opted_out,2
4326,90,opted_out,3
4328,30,delivered,1
4328,60,delivered,2
4328,90,delivered,3
4330,30,opted_out,1
4330,60,opted_out,2
4330,90,opted_out,3
4333,30,delivered,1
4333,60,delivered,2
4333,90,delivered,3
4334,30,delivered,1
4334,60,delivered,2
4334,90,delivered,3
4336,30,opted_out,1
4336,60,opted_out,2
4336,90,opted_out,3
4337,30,delivered,1
4337,60,delivered,2
4337,90,delivered,3
4339,30,delivered,1
4339,60,delivered,2
4339,90,delivered,3
4341,30,delivered,1
