pid,prf_class,prf_device,prf_first_login,prf_pn_status,prf_stop_comms
3624,moderate,android,11,unknown,True
3625,high_engager,ios,13,enabled,False
3626,high_engager,ios,12,enabled,False
3627,moderate,android,3,enabled,False
3628,high_engager,ios,6,enabled,True
3629,passive,ios,3,enabled,False
3630,passive,ios,0,enabled,False
3631,moderate,ios,7,enabled,False
3632,high_engager,ios,13,enabled,False
3633,passive,android,0,disabled,False
3634,moderate,android,7,disabled,False
3635,moderate,android,4,unknown,False
3636,passive,ios,9,disabled,False
3637,moderate,ios,1,enabled,False
3638,passive,ios,13,enabled,False
3639,passive,ios,2,unknown,False
3640,moderate,ios,1,enabled,False
3641,moderate,ios,4,enabled,False
3642,moderate,ios,11,disabled,False
3643,high_engager,android,10,disabled,False
3644,passive,android,13,enabled,False
3645,moderate,ios,10,enabled,False
3646,high_engager,android,1,disabled,False
3647,passive,ios,3,enabled,False
3648,passive,ios,13,disabled,False
3649,passive,ios,3,disabled,False
3650,moderate,android,13,enabled,False
3651,high_engager,ios,6,enabled,False
3652,passive,android,3,enabled,True
3653,passive,android,1,disabled,False
3654,high_engager,ios,8,disabled,False
3655,passive,ios,13,enabled,False
3656,moderate,android,6,enabled,False
3657,moderate,ios,6,enabled,False
3658,moderate,ios,10,disabled,False
3659,high_engager,android,3,enabled,False
3660,moderate,android,13,enabled,True
3661,moderate,ios,10,enabled,False
3662,high_engager,ios,13,enabled,False
3663,high_engager,android,1,disabled,False
3664,passive,ios,7,enabled,False
3665,passive,ios,2,disabled,False
3666,high_engager,ios,10,enabled,False
3667,moderate,ios,2,enabled,False
3668,passive,ios,13,enabled,False
3669,moderate,ios,6,disabled,False
3670,moderate,ios,0,enabled,False
3671,moderate,android,12,disabled,False
3672,passive,ios,1,enabled,False
3673,high_engager,android,5,enabled,False
3674,passive,ios,6,enabled,False
3675,moderate,android,2,enabled,False
3676,high_engager,android,10,enabled,False
3677,passive,android,9,disabled,False
3678,passive,android,4,unknown,False
3679,passive,ios,1,enabled,False
3680,moderate,ios,5,enabled,False
3681,passive,android,5,enabled,False
3682,moderate,ios,12,enabled,False
3683,moderate,android,2,enabled,False
3684,passive,android,0,enabled,False
3685,moderate,ios,2,enabled,False
3686,moderate,ios,3,enabled,False
3687,moderate,android,3,disabled,False
3688,moderate,ios,13,disabled,False
3689,passive,android,2,enabled,False
3690,moderate,ios,3,enabled,False
3691,high_engager,android,8,disabled,False
3692,high_engager,android,10,enabled,False
3693,passive,android,10,enabled,True
3694,moderate,android,1,enabled,False
3695,passive,android,13,unknown,False
3696,high_engager,android,1,unknown,False
3697,high_engager,ios,12,disabled,False
3698,passive,ios,4,disabled,True
3699,moderate,ios,10,disabled,False
3700,passive,ios,7,enabled,False
3701,moderate,android,0,enabled,True
3702,passive,ios,9,enabled,False
3703,moderate,ios,12,enabled,False
3704,passive,ios,3,enabled,False
3705,moderate,ios,11,disabled,False
3706,moderate,android,5,unknown,False
3707,passive,android,13,enabled,False
3708,high_engager,ios,13,enabled,False
3709,moderate,android,3,disabled,False
3710,high_engager,ios,1,enabled,False
3711,passive,ios,1,enabled,False
3712,moderate,android,0,disabled,False
3713,high_engager,android,2,enabled,False
3714,passive,android,6,disabled,False
3715,moderate,android,11,enabled,False
3716,high_engager,android,13,enabled,False
3717,high_engager,ios,2,enabled,False
3718,moderate,android,12,unknown,False
3719,high_engager,ios,8,disabled,False
3720,moderate,android,3,enabled,False
3721,passive,android,0,enabled,False
3722,moderate,ios,2,enabled,False
3723,passive,ios,0,disabled,False
3724,high_engager,android,6,disabled,False
3725,moderate,ios,13,enabled,False
3726,passive,ios,13,disabled,False
3727,moderate,ios,0,enabled,False
3728,passive,android,10,disabled,False
3729,moderate,ios,12,disabled,True
3730,high_engager,android,11,disabled,False
3731,passive,ios,3,enabled,False
3732,high_engager,ios,4,enabled,False
3733,passive,android,2,enabled,False
3734,high_engager,android,4,disabled,False
3735,moderate,ios,1,enabled,False
3736,moderate,android,0,enabled,False
3737,passive,android,9,enabled,False
3738,passive,android,7,enabled,True
3739,high_engager,ios,1,disabled,True
3740,moderate,ios,6,enabled,True
3741,passive,android,9,enabled,False
3742,moderate,android,2,enabled,False
3743,moderate,ios,11,enabled,False
3744,high_engager,android,1,enabled,False
3745,moderate,android,10,enabled,False
3746,moderate,ios,9,enabled,False
3747,high_engager,ios,5,enabled,False
3748,moderate,android,6,enabled,False
3749,moderate,ios,11,disabled,False
3750,moderate,ios,9,enabled,False
3751,high_engager,android,7,enabled,True
3752,high_engager,android,2,enabled,False
3753,moderate,ios,7,disabled,False
3754,passive,ios,0,enabled,False
3755,high_engager,android,0,enabled,True
3756,moderate,ios,2,enabled,False
3757,passive,ios,4,enabled,True
3758,passive,ios,9,enabled,False
3759,moderate,android,3,disabled,False
3760,passive,android,0,disabled,False
3761,passive,android,7,enabled,False
3762,moderate,ios,9,enabled,False
3763,moderate,ios,11,enabled,False
3764,moderate,ios,5,disabled,False
3765,moderate,android,8,disabled,False
3766,moderate,android,12,enabled,False
3767,moderate,android,13,enabled,False
3768,passive,ios,7,enabled,False
3769,passive,ios,6,disabled,False
3770,moderate,android,10,enabled,False
3771,high_engager,android,11,enabled,False
3772,high_engager,ios,7,disabled,False
3773,moderate,android,13,enabled,False
3774,passive,android,8,enabled,False
3775,high_engager,android,3,enabled,False
3776,passive,ios,3,unknown,False
3777,moderate,ios,1,disabled,False
3778,moderate,android,5,enabled,False
3779,passive,ios,2,disabled,False
3780,passive,android,11,enabled,False
3781,high_engager,ios,1,enabled,False
3782,passive,android,13,disabled,False
3783,high_engager,android,12,enabled,False
3784,passive,ios,5,enabled,True
3785,passive,android,5,enabled,False
3786,moderate,ios,7,enabled,False
3787,moderate,ios,0,disabled,False
3788,passive,ios,3,enabled,False
3789,passive,ios,7,enabled,False
3790,passive,ios,2,disabled,False
3791,high_engager,ios,7,enabled,False
3792,moderate,android,7,disabled,False
3793,high_engager,android,4,enabled,False
3794,moderate,ios,0,enabled,False
3795,passive,android,1,enabled,False
3796,moderate,ios,10,enabled,False
3797,passive,android,5,enabled,False
3798,high_engager,android,1,enabled,False
3799,moderate,android,8,disabled,True
3800,passive,ios,0,unknown,False
3801,moderate,ios,13,enabled,False
3802,moderate,ios,2,disabled,False
3803,moderate,android,5,enabled,False
3804,passive,android,12,enabled,False
3805,high_engager,ios,8,enabled,False
3806,moderate,ios,1,disabled,False
3807,high_engager,android,6,disabled,False
3808,moderate,ios,8,disabled,False
3809,moderate,ios,8,disabled,False
3810,moderate,android,6,enabled,False
3811,high_engager,android,4,enabled,False
3812,moderate,ios,8,enabled,False
3813,moderate,android,3,disabled,False
3814,moderate,ios,5,enabled,False
3815,high_engager,ios,9,disabled,False
3816,high_engager,ios,6,disabled,False
3817,moderate,ios,0,disabled,False
3818,passive,android,13,enabled,False
3819,passive,ios,3,unknown,False
3820,high_engager,android,4,enabled,False
3821,moderate,ios,0,enabled,False
3822,passive,android,2,enabled,False
3823,moderate,android,1,disabled,False
3824,passive,ios,0,enabled,False
3825,high_engager,android,0,enabled,False
3826,passive,android,8,enabled,True
3827,moderate,ios,0,enabled,False
3828,moderate,ios,1,enabled,False
3829,moderate,android,4,enabled,False
3830,passive,ios,12,disabled,False
3831,moderate,android,0,enabled,False
3832,high_engager,ios,8,disabled,False
3833,moderate,android,5,enabled,True
3834,passive,ios,11,enabled,True
3835,passive,ios,12,enabled,False
3836,high_engager,ios,9,enabled,False
3837,high_engager,ios,12,enabled,False
3838,passive,android,10,disabled,False
3839,moderate,ios,8,enabled,False
3840,moderate,android,13,enabled,False
3841,passive,android,0,enabled,True
3842,high_engager,ios,8,enabled,True
3843,moderate,ios,3,enabled,False
3844,moderate,android,4,enabled,False
3845,passive,android,8,unknown,False
3846,moderate,ios,8,enabled,False
3847,passive,ios,7,unknown,True
3848,moderate,ios,7,disabled,False
3849,moderate,ios,7,enabled,False
3850,high_engager,ios,2,enabled,False
3851,moderate,android,7,enabled,False
3852,moderate,ios,4,enabled,False
3853,moderate,ios,4,enabled,False
3854,passive,ios,9,enabled,False
3855,high_engager,android,4,enabled,False
3856,passive,ios,6,disabled,False
3857,passive,ios,5,enabled,False
3858,high_engager,ios,4,disabled,False
3859,moderate,android,13,enabled,False
3860,passive,android,8,disabled,False
3861,high_engager,ios,2,enabled,False
3862,high_engager,ios,3,enabled,False
3863,passive,android,2,disabled,False
3864,moderate,android,13,disabled,False
3865,moderate,android,11,disabled,False
3866,moderate,ios,10,unknown,False
3867,passive,android,4,enabled,False
3868,high_engager,ios,2,enabled,False
3869,moderate,ios,13,disabled,False
3870,moderate,ios,4,unknown,False
3871,passive,ios,10,enabled,True
3872,moderate,ios,3,enabled,False
3873,passive,ios,5,enabled,False
3874,moderate,android,3,disabled,False
3875,moderate,ios,3,disabled,False
3876,passive,ios,3,enabled,False
3877,moderate,android,5,enabled,False
3878,high_engager,android,1,enabled,False
3879,passive,android,0,disabled,False
3880,moderate,ios,4,unknown,False
3881,passive,ios,11,enabled,False
3882,passive,ios,0,enabled,False
3883,moderate,ios,9,enabled,False
3884,high_engager,ios,10,enabled,False
3885,high_engager,android,13,enabled,False
3886,passive,android,2,enabled,False
3887,moderate,android,9,disabled,False
3888,moderate,android,1,disabled,False
3889,passive,ios,11,enabled,False
3890,high_engager,android,10,enabled,False
3891,moderate,ios,10,enabled,False
3892,passive,android,10,enabled,False
3893,moderate,ios,8,enabled,False
3894,moderate,ios,5,unknown,False
3895,moderate,android,5,enabled,False
3896,high_engager,android,12,disabled,False
3897,moderate,ios,7,disabled,False
3898,high_engager,ios,5,enabled,False
3899,moderate,ios,11,disabled,False
3900,high_engager,ios,7,unknown,False
3901,high_engager,android,1,enabled,False
3902,moderate,ios,11,enabled,False
3903,moderate,ios,8,disabled,False
3904,moderate,ios,1,enabled,False
3905,high_engager,ios,9,disabled,True
3906,passive,ios,0,enabled,False
3907,high_engager,android,13,enabled,False
3908,high_engager,android,8,enabled,False
3909,passive,ios,4,enabled,False
3910,passive,android,5,enabled,False
3911,high_engager,ios,12,disabled,False
3912,high_engager,android,3,enabled,False
3913,moderate,ios,1,disabled,False
3914,moderate,ios,11,disabled,True
3915,high_engager,ios,7,enabled,True
3916,high_engager,android,8,enabled,False
3917,passive,android,2,disabled,False
3918,high_engager,android,12,disabled,False
3919,passive,ios,7,disabled,False
3920,passive,android,6,enabled,False
3921,high_engager,ios,8,enabled,False
3922,passive,ios,8,enabled,False
3923,passive,ios,7,enabled,False
3924,moderate,ios,12,unknown,False
3925,high_engager,android,8,enabled,False
3926,passive,ios,6,enabled,False
3927,passive,android,11,enabled,False
3928,moderate,ios,10,enabled,False
3929,moderate,ios,1,enabled,False
3930,moderate,ios,3,enabled,False
3931,passive,android,12,enabled,False
3932,passive,android,0,disabled,False
3933,high_engager,android,11,enabled,False
3934,moderate,android,8,enabled,False
3935,moderate,android,0,enabled,False
3936,high_engager,ios,4,enabled,False
3937,high_engager,ios,7,enabled,False
3938,moderate,ios,2,disabled,False
3939,moderate,ios,5,enabled,False
3940,passive,ios,13,disabled,False
3941,moderate,android,12,disabled,False
3942,passive,ios,3,enabled,False
3943,passive,ios,8,enabled,False
3944,high_engager,android,12,enabled,False
3945,moderate,android,8,enabled,False
3946,high_engager,ios,8,enabled,False
3947,high_engager,ios,3,enabled,False
3948,passive,ios,1,disabled,False
3949,high_engager,ios,8,disabled,False
3950,moderate,android,12,enabled,False
3951,passive,ios,8,disabled,False
3952,moderate,ios,1,enabled,False
3953,moderate,android,9,enabled,False
3954,moderate,ios,9,enabled,False
3955,high_engager,ios,8,disabled,True
3956,passive,android,4,enabled,False
3957,passive,ios,10,enabled,False
3958,passive,ios,2,enabled,False
3959,passive,android,13,disabled,False
3960,moderate,ios,6,disabled,False
3961,high_engager,android,2,enabled,False
3962,passive,ios,2,disabled,True
3963,high_engager,android,3,enabled,False
3964,moderate,ios,12,enabled,False
3965,passive,ios,0,disabled,False
3966,passive,ios,8,disabled,True
3967,passive,ios,7,disabled,False
3968,moderate,android,7,disabled,False
3969,high_engager,ios,3,enabled,False
3970,moderate,ios,9,enabled,False
3971,passive,ios,2,disabled,False
3972,moderate,ios,12,enabled,False
3973,moderate,ios,4,enabled,False
3974,high_engager,ios,9,enabled,False
3975,passive,ios,3,enabled,False
3976,moderate,ios,13,disabled,False
3977,passive,android,6,enabled,True
3978,moderate,android,4,disabled,False
3979,passive,ios,12,enabled,False
3980,high_engager,ios,13,enabled,False
3981,moderate,ios,0,enabled,False
3982,passive,ios,9,enabled,False
3983,moderate,ios,12,enabled,False
3984,passive,android,4,disabled,False
3985,passive,ios,8,enabled,False
3986,moderate,ios,8,disabled,False
3987,moderate,ios,5,enabled,False
3988,passive,android,9,enabled,False
3989,passive,ios,9,enabled,False
3990,moderate,ios,5,enabled,False
3991,high_engager,ios,13,enabled,False
3992,moderate,android,7,disabled,False
3993,moderate,ios,11,disabled,False
3994,passive,ios,1,enabled,False
3995,passive,android,7,enabled,False
3996,passive,ios,3,enabled,False
3997,high_engager,ios,8,enabled,False
3998,high_engager,android,0,disabled,True
3999,passive,ios,4,enabled,False
4000,moderate,ios,2,enabled,False
4001,passive,android,8,enabled,False
4002,passive,android,13,disabled,False
4003,moderate,ios,0,enabled,False
4004,high_engager,android,4,enabled,True
4005,moderate,ios,12,enabled,False
4006,passive,ios,7,unknown,False
4007,moderate,android,4,enabled,False
4008,passive,ios,8,disabled,False
4009,high_engager,android,9,disabled,False
4010,high_engager,ios,9,enabled,False
4011,passive,ios,11,enabled,False
4012,moderate,ios,6,enabled,False
4013,moderate,android,10,enabled,False
4014,moderate,ios,1,enabled,False
4015,high_engager,android,5,enabled,False
4016,high_engager,android,8,enabled,False
4017,moderate,ios,13,enabled,False
4018,high_engager,ios,8,disabled,False
4019,passive,ios,12,disabled,False
4020,moderate,ios,5,enabled,False
4021,high_engager,ios,11,enabled,False
4022,passive,ios,13,disabled,True
4023,passive,android,11,unknown,False
4024,high_engager,android,5,disabled,False
4025,passive,android,11,unknown,False
4026,moderate,ios,0,enabled,False
4027,high_engager,ios,10,disabled,False
4028,moderate,ios,2,enabled,False
4029,moderate,android,13,enabled,True
4030,moderate,ios,13,enabled,False
4031,passive,android,6,disabled,False
4032,high_engager,ios,10,enabled,False
4033,passive,ios,3,enabled,False
4034,moderate,android,11,enabled,False
4035,passive,ios,10,disabled,False
4036,moderate,android,13,disabled,False
4037,high_engager,android,13,enabled,False
4038,moderate,ios,9,enabled,False
4039,moderate,android,13,enabled,False
4040,moderate,ios,2,disabled,False
4041,passive,ios,7,unknown,False
4042,moderate,android,11,enabled,False
4043,passive,android,5,enabled,False
4044,moderate,ios,2,disabled,False
4045,moderate,ios,7,enabled,False
4046,moderate,ios,9,disabled,False
4047,passive,android,2,disabled,False
4048,passive,ios,0,disabled,False
4049,high_engager,ios,13,enabled,False
4050,high_engager,ios,4,disabled,True
4051,high_engager,ios,9,enabled,False
4052,moderate,ios,7,disabled,False
4053,moderate,android,12,enabled,False
4054,moderate,android,9,enabled,True
4055,high_engager,ios,3,enabled,False
4056,high_engager,android,11,enabled,False
4057,moderate,android,9,enabled,False
4058,moderate,android,0,enabled,False
4059,moderate,ios,12,disabled,False
4060,passive,android,11,enabled,False
4061,moderate,ios,6,disabled,False
4062,moderate,android,10,enabled,True
4063,moderate,ios,5,enabled,False
4064,moderate,ios,11,disabled,False
4065,moderate,ios,5,disabled,False
4066,moderate,ios,7,enabled,False
4067,high_engager,ios,10,enabled,False
4068,passive,android,8,enabled,False
4069,passive,ios,8,enabled,False
4070,passive,android,1,enabled,False
4071,passive,ios,2,disabled,False
4072,high_engager,ios,11,unknown,False
4073,moderate,android,7,disabled,False
4074,high_engager,android,2,disabled,False
4075,passive,ios,2,enabled,False
4076,passive,ios,8,enabled,True
4077,moderate,ios,3,enabled,False
4078,high_engager,ios,4,enabled,False
4079,moderate,android,11,enabled,False
4080,high_engager,android,1,enabled,True
4081,high_engager,android,9,disabled,False
4082,high_engager,android,3,enabled,False
4083,high_engager,ios,0,enabled,False
4084,passive,android,0,disabled,False
4085,high_engager,ios,5,disabled,False
4086,moderate,ios,3,enabled,True
4087,high_engager,android,6,disabled,False
4088,moderate,ios,6,enabled,False
4089,moderate,ios,0,enabled,False
4090,moderate,ios,8,enabled,False
4091,passive,ios,4,disabled,False
4092,passive,android,2,enabled,False
4093,moderate,ios,2,enabled,False
4094,moderate,android,3,enabled,False
4095,moderate,android,12,enabled,False
4096,moderate,ios,9,enabled,True
4097,high_engager,ios,11,unknown,True
4098,moderate,ios,2,enabled,False
4099,passive,ios,8,disabled,False
4100,passive,ios,4,disabled,False
4101,high_engager,ios,9,enabled,False
4102,passive,ios,7,disabled,False
4103,moderate,ios,8,enabled,False
4104,passive,ios,6,disabled,False
4105,moderate,ios,11,enabled,False
4106,passive,android,5,enabled,False
4107,passive,android,9,enabled,False
4108,passive,ios,9,enabled,False
4109,passive,ios,11,disabled,True
4110,passive,ios,3,disabled,False
4111,moderate,android,9,enabled,False
4112,passive,android,5,enabled,False
4113,moderate,ios,12,enabled,False
4114,passive,ios,7,enabled,False
4115,moderate,ios,0,enabled,False
4116,moderate,android,5,enabled,False
4117,passive,android,11,disabled,False
4118,moderate,android,4,disabled,False
4119,passive,ios,3,disabled,False
4120,moderate,ios,13,enabled,False
4121,passive,ios,5,enabled,False
4122,moderate,ios,3,enabled,False
4123,moderate,ios,4,disabled,False
4124,high_engager,android,4,disabled,False
4125,high_engager,ios,0,enabled,False
4126,high_engager,ios,1,enabled,False
4127,moderate,ios,1,enabled,False
4128,high_engager,android,13,enabled,False
4129,moderate,ios,10,enabled,False
4130,high_engager,ios,11,enabled,False
4131,moderate,android,2,enabled,False
4132,moderate,android,2,disabled,False
4133,moderate,android,6,disabled,True
4134,moderate,android,2,disabled,False
4135,moderate,android,11,enabled,False
4136,high_engager,ios,5,disabled,False
4137,moderate,ios,0,disabled,True
4138,moderate,ios,5,disabled,False
4139,passive,ios,2,enabled,False
4140,passive,android,5,disabled,False
4141,passive,ios,3,enabled,False
4142,moderate,ios,5,enabled,False
4143,moderate,android,11,enabled,False
4144,moderate,ios,4,enabled,False
4145,passive,android,2,enabled,False
4146,passive,android,2,enabled,False
4147,passive,ios,1,disabled,False
4148,high_engager,ios,3,enabled,False
4149,high_engager,ios,3,enabled,True
4150,passive,ios,4,unknown,False
4151,passive,android,5,enabled,True
4152,moderate,android,7,enabled,False
4153,moderate,ios,3,unknown,False
4154,high_engager,ios,1,enabled,False
4155,moderate,ios,5,enabled,False
4156,passive,android,2,enabled,False
4157,high_engager,ios,9,enabled,False
4158,moderate,android,7,enabled,False
4159,moderate,ios,0,enabled,False
4160,passive,android,4,enabled,False
4161,passive,ios,8,enabled,False
4162,passive,android,8,enabled,False
4163,moderate,ios,1,enabled,False
4164,high_engager,android,11,enabled,False
4165,passive,ios,6,enabled,False
4166,moderate,android,12,enabled,False
4167,moderate,android,1,unknown,False
4168,passive,ios,1,enabled,False
4169,moderate,ios,7,enabled,False
4170,passive,ios,3,enabled,False
4171,high_engager,android,2,enabled,False
4172,high_engager,android,9,enabled,False
4173,moderate,ios,12,enabled,False
4174,moderate,ios,7,disabled,False
4175,passive,ios,9,enabled,False
4176,passive,ios,1,disabled,False
4177,moderate,android,13,enabled,True
4178,passive,android,12,unknown,False
4179,moderate,android,13,enabled,False
4180,high_engager,ios,9,disabled,False
4181,passive,ios,10,enabled,False
4182,moderate,android,0,enabled,True
4183,moderate,android,4,disabled,False
4184,passive,ios,3,enabled,False
4185,high_engager,ios,5,enabled,False
4186,high_engager,ios,13,enabled,False
4187,passive,android,4,unknown,False
4188,high_engager,ios,6,enabled,False
4189,high_engager,ios,11,enabled,False
4190,passive,ios,3,enabled,False
4191,passive,android,3,disabled,False
4192,moderate,ios,2,enabled,False
4193,high_engager,android,6,enabled,False
4194,passive,android,1,enabled,False
4195,passive,android,12,enabled,False
4196,moderate,ios,9,enabled,False
4197,passive,ios,2,disabled,False
4198,high_engager,ios,9,disabled,False
4199,moderate,android,4,disabled,False
4200,high_engager,android,9,enabled,False
4201,passive,ios,12,disabled,False
4202,moderate,ios,12,unknown,False
4203,high_engager,android,11,enabled,False
4204,high_engager,ios,12,disabled,False
4205,high_engager,ios,0,enabled,False
4206,high_engager,ios,0,enabled,True
4207,moderate,ios,1,unknown,False
4208,high_engager,ios,2,enabled,True
4209,passive,ios,8,disabled,False
4210,moderate,ios,1,enabled,False
4211,passive,ios,5,disabled,False
4212,passive,android,4,disabled,False
4213,passive,ios,3,enabled,False
4214,high_engager,android,5,enabled,False
4215,moderate,ios,6,enabled,False
4216,passive,ios,11,enabled,False
4217,passive,ios,1,enabled,False
4218,moderate,ios,7,enabled,True
4219,moderate,ios,6,enabled,False
4220,moderate,ios,9,disabled,False
4221,passive,ios,2,disabled,True
4222,passive,ios,1,disabled,False
4223,passive,ios,6,disabled,False
4224,passive,ios,2,enabled,False
4225,passive,android,3,enabled,False
4226,passive,android,1,enabled,False
4227,moderate,ios,8,enabled,False
4228,moderate,android,2,disabled,False
4229,moderate,ios,5,disabled,False
4230,moderate,ios,3,disabled,True
4231,moderate,ios,12,enabled,False
4232,moderate,android,8,enabled,False
4233,high_engager,ios,7,enabled,True
4234,moderate,ios,9,disabled,False
4235,moderate,android,3,enabled,True
4236,moderate,android,10,enabled,False
4237,high_engager,ios,4,enabled,False
4238,passive,ios,10,enabled,False
4239,passive,ios,7,disabled,False
4240,high_engager,ios,2,enabled,False
4241,passive,ios,4,enabled,False
4242,high_engager,android,1,disabled,False
4243,high_engager,android,3,enabled,True
4244,passive,android,5,enabled,False
4245,passive,android,7,unknown,True
4246,passive,android,13,enabled,False
4247,high_engager,android,4,disabled,False
4248,high_engager,ios,6,enabled,False
4249,passive,android,0,enabled,False
4250,moderate,ios,11,disabled,False
4251,high_engager,ios,4,enabled,False
4252,passive,android,12,enabled,False
4253,moderate,android,4,disabled,False
4254,moderate,ios,7,enabled,False
4255,passive,ios,12,unknown,True
4256,passive,android,3,disabled,False
4257,moderate,ios,8,enabled,False
4258,moderate,android,10,disabled,False
4259,moderate,android,9,enabled,False
4260,passive,android,8,enabled,False
4261,moderate,android,2,enabled,False
4262,passive,ios,13,disabled,False
4263,passive,android,8,enabled,False
4264,moderate,ios,8,enabled,False
4265,high_engager,ios,5,enabled,False
4266,passive,android,12,enabled,True
4267,high_engager,ios,4,enabled,False
4268,moderate,android,6,enabled,False
4269,moderate,android,7,enabled,False
4270,passive,android,13,disabled,True
4271,moderate,ios,8,enabled,False
4272,passive,android,5,disabled,False
4273,high_engager,android,12,enabled,False
4274,moderate,ios,3,enabled,False
4275,high_engager,ios,0,disabled,False
4276,high_engager,ios,7,disabled,False
4277,passive,android,1,enabled,False
4278,high_engager,ios,0,disabled,False
4279,passive,ios,7,unknown,False
4280,passive,android,10,unknown,True
4281,moderate,ios,10,enabled,False
4282,moderate,android,10,enabled,False
4283,moderate,ios,7,enabled,False
4284,moderate,ios,12,enabled,False
4285,passive,ios,5,disabled,True
4286,moderate,ios,10,disabled,False
4287,moderate,android,0,disabled,False
4288,passive,ios,0,enabled,False
4289,moderate,android,3,disabled,False
4290,passive,android,12,disabled,False
4291,moderate,android,7,disabled,False
4292,high_engager,ios,7,enabled,False
4293,passive,ios,1,disabled,True
4294,passive,android,8,enabled,False
4295,high_engager,android,13,enabled,False
4296,moderate,ios,5,unknown,False
4297,passive,android,4,disabled,False
4298,passive,ios,5,enabled,False
4299,passive,ios,5,enabled,False
4300,passive,ios,5,enabled,False
4301,moderate,ios,13,disabled,False
4302,passive,ios,11,enabled,False
4303,passive,android,8,enabled,False
4304,high_engager,android,0,enabled,False
4305,passive,android,6,enabled,False
4306,passive,ios,2,enabled,False
4307,moderate,ios,1,enabled,False
4308,passive,ios,10,disabled,False
4309,high_engager,android,6,enabled,False
4310,passive,ios,5,enabled,False
4311,moderate,android,8,enabled,False
4312,moderate,ios,5,enabled,False
4313,passive,android,3,unknown,False
4314,moderate,ios,8,disabled,False
4315,passive,android,1,enabled,False
4316,high_engager,ios,1,disabled,False
4317,passive,ios,3,disabled,False
4318,high_engager,ios,9,enabled,False
4319,high_engager,ios,7,enabled,False
4320,passive,android,10,disabled,False
4321,moderate,ios,9,enabled,False
4322,high_engager,ios,5,enabled,False
4323,moderate,ios,12,disabled,False
4324,moderate,android,9,disabled,False
4325,passive,android,0,enabled,False
4326,high_engager,ios,6,enabled,False
4327,high_engager,ios,0,enabled,False
4328,passive,ios,5,disabled,False
4329,moderate,ios,2,unknown,False
4330,passive,ios,0,enabled,False
4331,high_engager,ios,4,disabled,False
4332,moderate,android,13,enabled,False
4333,high_engager,ios,7,enabled,False
4334,moderate,android,6,enabled,False
4335,passive,android,7,disabled,False
4336,high_engager,ios,12,enabled,False
4337,high_engager,android,12,disabled,False
4338,passive,android,5,enabled,False
4339,high_engager,android,9,disabled,False
4340,moderate,ios,3,disabled,False
4341,moderate,ios,1,disabled,False
4342,passive,android,10,disabled,False
4343,high_engager,android,13,enabled,False
4344,passive,ios,10,disabled,False
4345,passive,android,0,enabled,True
4346,passive,ios,12,disabled,False
4347,moderate,ios,9,disabled,False
4348,high_engager,android,10,enabled,False
4349,passive,ios,2,disabled,True
4350,moderate,ios,9,enabled,False
4351,moderate,ios,7,enabled,False
4352,moderate,ios,0,enabled,True
4353,high_engager,android,5,enabled,False
4354,high_engager,android,2,disabled,False
4355,passive,ios,10,disabled,False
4356,moderate,ios,8,enabled,False
4357,moderate,ios,0,enabled,False
4358,high_engager,ios,8,enabled,False
4359,passive,ios,7,disabled,False
4360,passive,ios,9,enabled,False
4361,high_engager,ios,5,enabled,False
4362,passive,android,8,unknown,False
4363,passive,ios,3,enabled,False
4364,passive,android,1,disabled,False
4365,passive,ios,10,enabled,True
4366,moderate,ios,13,enabled,False
4367,high_engager,ios,7,enabled,False
4368,moderate,android,6,enabled,False
4369,passive,ios,12,disabled,False
4370,high_engager,ios,10,unknown,False
4371,high_engager,android,9,enabled,False
4372,passive,android,10,enabled,False
4373,passive,android,13,disabled,False
4374,high_engager,android,2,enabled,False
4375,high_engager,android,9,enabled,False
4376,moderate,android,5,enabled,False
4377,passive,ios,13,enabled,False
4378,high_engager,ios,0,disabled,False
4379,high_engager,ios,3,enabled,False
4380,passive,ios,0,enabled,False
4381,moderate,android,2,enabled,True
4382,moderate,ios,2,disabled,False
4383,moderate,ios,8,enabled,False
4384,moderate,android,1,enabled,False
4385,moderate,ios,13,enabled,False
4386,high_engager,ios,10,enabled,False
4387,high_engager,ios,2,enabled,False
4388,high_engager,ios,6,enabled,False
4389,high_engager,ios,13,enabled,False
4390,high_engager,ios,5,disabled,False
4391,passive,android,1,unknown,False
4392,high_engager,ios,2,enabled,False
4393,passive,ios,13,enabled,False
4394,passive,ios,5,enabled,False
4395,moderate,ios,4,enabled,False
4396,high_engager,ios,11,enabled,True
4397,passive,ios,2,disabled,False
4398,passive,ios,12,disabled,False
4399,moderate,ios,13,disabled,False
4400,moderate,ios,5,enabled,False
4401,passive,ios,5,disabled,False
4402,passive,android,9,enabled,False
4403,high_engager,ios,7,disabled,False
4404,high_engager,ios,11,enabled,False
4405,passive,ios,4,enabled,False
4406,passive,android,5,enabled,False
4407,moderate,ios,9,enabled,False
4408,high_engager,android,4,disabled,False
4409,high_engager,android,13,unknown,False
4410,passive,ios,5,disabled,False
4411,high_engager,android,9,disabled,False
4412,high_engager,android,5,disabled,False
4413,moderate,android,10,disabled,False
4414,moderate,ios,10,disabled,False
4415,moderate,android,11,enabled,False
4416,passive,android,3,disabled,False
4417,high_engager,ios,2,enabled,False
4418,passive,ios,2,enabled,False
4419,moderate,ios,10,enabled,False
4420,passive,android,7,enabled,False
